140_PP 140_485 CC,Center,Type,Revice Date(RD),FP Notice Date,Days from RD to FP Notice Date,,FP Date,Walk in?,Location,AP_EAD AD,Days from RD to AP_EAD AD,485 AD,Days from RD,Days from FP Date to 485 AD,Days from RD to 485 AD
,NSC,,10/24/14,,,,12/1/14,,,,,4/8/15,166,128,166
"PP, nonCC",NSC,EB1A,10/23/14,11/27/14,35,12/12/14,11/28/14,W,"Saint Louis, MO",1/21/15,90,5/4/15,193,157,193
"PP,nonCC",NSC,EB1A,10/22/14,11/27/14,36,12/4/14,11/28/14,W,"Columbus, OH",1/5/15,75,4/24/15,184,147,184
,NSC,,10/20/14,,,,,,,,,3/26/15,157,,157
"PP, nonCC",NSC,EB1A,10/17/14,11/13/14,27,11/28/14,11/20/14,W,"San Francisco, CA",1/8/15,83,5/8/15,203,169,203
,NSC,,10/17/14,,,,,,,12/30/14,74,3/31/15,165,,165
PP.nonCC,NSC,,10/17/14,,,,,,,1/13/15,88,4/27/15,192,,192
,NSC,,10/16/14,,,,11/28/14,,,12/31/14,76,4/9/15,175,132,175
,NSC,,10/16/14,,,,11/24/14,,,1/10/15,86,4/23/15,189,150,189
,NSC,,10/15/14,,,,,,,,,4/17/15,184,,184
"PP, nonCC",NSC,EB1A,10/10/14,11/8/14,29,11/18/14,11/8/14,W,"Los Angeles, CA",12/19/14,70,4/20/15,192,163,192
"nonPP, nonCC",NSC,EB1B,10/10/14,10/31/14,21,11/20/14,11/10/14,W,"Santa Clara, CA",12/22/14,73,4/6/15,178,147,178
PP nonCC,NSC,EB1A,10/9/14,11/17/14,39,12/4/14,12/4/14,NO,"COLUMBUS, OH",12/16/14,68,4/14/15,187,131,187
"PP, nonCC",NSC,EB1B,10/9/14,11/6/14,28,11/17/14,11/17/14,,,12/16/14,68,Blessing,959,,
"nonPP, nonCC",NSC,EB1B,10/9/14,11/3/14,25,11/17/14,11/17/14,No,"Santa Clara, CA",1/2/15,85,5/12/15,215,176,215
"PP, nonCC",NSC,EB1A,10/8/14,11/22/14,45,12/9/14,12/9/14,No,"Phoenix, AZ",1/6/15,90,3/7/16,516,454,516
"PP, CC",NSC,EB1C,10/8/14,,,,11/18/14,,,,,5/14/15,218,177,218
PP nonCC,nsc,,10/8/14,,,11/17/14,11/17/14,NO,,12/17/14,70,4/30/15,204,164,204
"PP, nonCC",NSC,EB1A,10/7/14,,,11/14/14,11/14/14,No,,12/24/14,78,4/13/15,188,150,188
"PP, nonCC",NSC,EB1B,10/7/14,11/10/14,32,11/17/14,11/17/14,Failed,"Milwaukee, WI",12/16/14,70,4/30/15,205,164,205
"PP, CC",NSC,EB1A,10/3/14,10/24/14,21,11/13/14,11/3/14,W,"San Marcos, CA",12/10/14,68,4/17/15,196,165,196
,NSC,EB1A,10/2/14,,,,,,,,,4/3/15,183,,183
,NSC,,10/2/14,10/24/14,22,,11/13/14,,,12/22/14,81,4/14/15,194,152,194
,NSC,,10/2/14,,,,11/12/14,,,,,4/1/15,181,140,181
,NSC,,10/2/14,,,,,,,,,4/16/15,196,,196
"non PP, CC",NSC,EB1B,10/1/14,10/17/14,16,11/7/14,12/7/14,,,,,4/9/15,190,123,190
,NSC,,10/1/14,,,,11/9/14,,,11/26/14,56,4/20/15,201,162,201
"non PP, nonCC",NSC,EB1A,9/29/14,11/13/14,44,11/21/14,11/21/14,NO,"Aurora, CO",12/16/14,78,5/6/15,219,166,219
"PP, nonCC",NSC,EB1B,9/29/14,10/17/14,18,11/4/14,11/4/14,No,"Oakland, CA",1/1/15,94,1/13/16,969,435,471
,NSC,,9/29/14,,,,,,,2/4/15,128,3/25/15,177,,177
"PP, nonCC",NSC,EB1A,9/26/14,10/25/14,29,11/3/14,10/28/14,W,"Oakland, CA",12/9/14,74,3/19/15,174,142,174
"PP, nonCC",NSC,EB1A,9/26/14,10/17/14,21,11/3/14,11/3/14,No,"Lawrance, MA",12/9/14,74,4/29/15,215,177,215
,NSC,,9/25/14,,,,11/4/14,,,12/4/14,70,4/8/15,195,155,195
"nonPP, nonCC",NSC,EB1B,9/24/14,10/17/14,23,11/4/14,10/27/14,W,WA,12/8/14,75,4/1/15,189,156,189
,NSC,,9/23/14,,,,,,,,,3/26/15,184,,184
,NSC,,9/23/14,,,,,,,,,3/31/15,189,,189
,NSC,,9/22/14,,,,10/21/14,w,,11/24/14,63,3/26/15,185,156,185
,NSC,,9/22/14,,,,,,,,,3/31/15,190,,190
"PP, nonCC",NSC,EB1B,9/19/14,10/12/14,23,10/28/14,10/28/14,No,"St Paul, MN",11/24/14,66,4/1/15,194,155,194
,NSC,,9/18/14,10/10/14,22,10/29/14,10/29/14,No,,12/2/14,75,3/26/15,189,148,189
"PP, nonCC",NSC,,9/17/14,,,,10/22/14,,,11/1/14,,3/24/15,188,153,188
"PP, nonCC",nSC,EB1A,9/15/14,,,,10/30/14,,,12/14/14,90,3/24/15,190,145,190
"PP, NON CC",NSC,EB1B,9/15/14,10/10/14,25,10/19/14,10/19/14,NO,,11/25/14,71,3/31/15,197,163,197
"PP, nonCC",NSC,EB1B,9/15/14,10/10/14,25,10/29/14,10/29/14,No,"Santa Clara, CA",11/25/14,71,3/31/15,197,153,197
"PP, nonCC",NSC,EB1A,9/10/14,9/29/14,19,10/17/14,10/7/14,W,"Omaha, NE",11/5/14,56,4/9/15,211,184,211
"PP, nonCC",NSC,EB1A,9/4/14,9/29/14,26,10/15/14,10/15/14,No,"St. Louis, MO",10/30/14,56,5/27/15,265,224,265
"PP, nonCC",NSC,EB1B,9/3/14,9/30/14,27,10/17/14,10/17/14,No,"St Paul, MN",10/30/14,57,3/19/15,197,153,197
"nonPP, nonCC",NSC,EB1B,9/2/14,9/29/14,27,10/16/14,10/8/14,W,"Santa Clara, CA",10/30/14,58,2/24/15,175,139,175
"PP, nonCC",NSC,EB1B,8/25/14,9/29/14,35,10/14/14,10/14/14,,"Portland, OR",10/28/14,64,3/19/15,206,156,206
"PP, nonCC",NSC,EB1A,8/18/14,9/10/14,,9/22/14,9/22/14,W,"Boston, MA",,,Blessing,1011,,
"PP, nonCC",NSC,EB1A,8/13/14,9/5/14,23,9/25/14,9/25/14,NO,"Los Angeles,CA",11/17/14,96,Blessing,1016,,
"PP, nonCC",NSC,EB1A,8/9/14,9/11/14,33,9/25/14,9/25/14,,"Milwaukee, WI",10/9/14,61,3/10/15,213,166,213
"PP, nonCC",NSC,EB1B,8/8/14,9/11/14,34,9/25/14,9/25/14,No,"Santa Clara, CA",10/11/14,64,4/30/15,265,217,265
"PP, nonCC",NSC,EB1B,8/8/14,9/5/14,28,9/17/14,9/12/14,W,"San Diego, CA",10/16/14,69,2/17/15,193,158,193
"PP, nonCC",NSC,EB1B,7/29/14,8/20/14,22,9/9/14,9/9/14,NO,"Milwaukee, WI",10/6/14,69,1/21/15,176,134,176
"nonPP, CC",NSC,EB1B,7/28/14,8/20/14,23,9/11/14,9/3/14,W,"Santa Ana, CA",9/12/14,46,3/13/15,228,191,228
PP,NSC,EB1A,7/25/14,8/20/14,26,9/4/14,9/4/14,NO,"CAsper, WY",9/12/14,47,12/24/14,,111,152
"PP, nonCC",NSC,EB1A,7/22/14,,,9/2/14,9/2/14,No,"Oakland, CA",,,1/26/15,188,146,188
"PP, nonCC",NSC,EB1B,7/22/14,8/22/14,31,9/11/14,9/3/14,W,"Santa Ana, CA",9/12/14,52,2/5/15,198,155,198
"PP, nonCC",NSC,EB1A,7/15/14,8/8/14,24,8/27/14,8/27/14,No,"Santa Ana, CA",9/15/14,62,2/26/15,226,183,226
"PP, nonCC",NSC,EB1A,7/15/14,8/8/14,24,8/26/14,8/26/14,No,"Santa Clara, CA",11/5/14,113,1/9/15,178,136,178
"PP, nonCC",NSC,EB1B,7/15/14,8/9/14,25,8/29/14,8/29/14,Failed,MI,9/12/14,59,1/23/15,192,147,192
"PP, nonCC",NSC,EB1A,7/9/14,,,8/11/14,8/11/14,No,"Seattle, WA",,,1/10/15,185,152,185
,NSC,,7/9/14,,,,,,,,,12/30/14,174,,174
"PP,nonCC",,EB1B,7/7/14,8/1/14,25,8/19/14,8/12/14,W,"Tucson,AZ",9/15/14,70,12/17/14,163,127,163
"PP, nonCC",NSC,EB1A,7/3/14,8/2/14,30,8/20/14,8/20/14,No,"San mateo, CA",9/3/14,75,1/2/15,183,135,183
"PP, nonCC",NSC,EB1B,7/3/14,8/9/14,37,8/22/14,8/22/14,No,"Santa Clara, CA",9/18/14,77,1/20/15,201,151,201
"PP, nonCC",NSC,EB1B,7/2/14,8/1/14,30,8/22/14,8/22/14,No,AZ,9/15/14,75,1/14/15,196,145,196
"PP, nonCC",NSC,EB1B,6/26/14,7/16/14,20,8/5/14,8/5/14,Failed twice,"Santa Clara, CA",9/18/14,84,12/9/14,166,126,166
"nonPP, nonCC",NSC,EB1A,6/25/14,7/16/14,21,8/6/14,8/6/14,No,"Denver, CO",NA,,12/8/14,166,124,166
"PP, nonCC",NSC,EB1A,6/20/14,7/17/14,27,8/9/14,7/25/14,W,"Chicago, IL",9/16/14,88,10/1/14,103,68,103
"PP, nonCC",NSC,EB1A,6/20/14,7/17/14,27,8/12/14,8/1/14,W,"El Monte, CA",9/12/14,84,1/20/15,214,172,214
"PP, nonCC",NSC,EB1B,6/20/14,7/28/14,38,8/5/14,8/5/14,No,AZ,9/12/14,84,1/20/15,214,168,214
"PP, nonCC",NSC,EB1A,6/18/14,7/7/14,19,7/29/14,7/29/14,No,"Seattle, WA",NA,,10/6/14,110,69,110
"PP, CC",NSC,EB1A,6/13/14,7/11/14,23,7/29/14,7/29/14,Failed,"Chicago, IL",9/23/14,102,1/8/15,209,163,209
"PP, nonCC",NSC,EB1A,6/12/14,7/5/14,23,7/30/14,7/30/14,No,"Santa Clara, CA",9/2/14,82,11/14/14,155,107,155
"nonPP, nonCC",NSC,EB1B,6/9/14,7/17/14,38,8/1/14,8/1/14,No,"Chicago, IL",9/17/14,100,12/9/14,183,130,183
,NSC,EB1B,5/28/14,6/17/14,20,7/2/14,6/18/14,W,"Oakland, CA",8/27/14,91,9/10/14,105,84,105
"no PP, CC",NSC,EB2-NIW,5/27/14,7/1/14,35,7/24/14,7/8/14,W,"Santa Ana, CA",9/18/14,114,Blessing,1094,,
"PP, nonCC",NSC,EB1A,5/23/14,6/18/14,26,7/8/14,7/8/14,No,"Chicago, IL",9/3/14,103,12/16/14,207,161,207
"PP,nonCC",NSC,EB1B,5/22/14,6/18/14,27,7/11/14,6/25/14,W,"Indianapolis, IN",9/2/14,103,9/10/14,111,77,111
"PP, CC",NSC,EB1A,5/21/14,6/18/14,28,7/9/14,6/27/14,W,"Chicago, IL",8/19/14,90,9/11/14,113,76,113
"PP, CC",NSC,EB1B,5/21/14,6/11/14,20,7/1/14,6/20/14,W,"Aurora, CO",7/16/14,56,Blessing,1100,,
"PP, nonCC",NSC,EB1A,5/20/14,6/23/14,34,7/9/14,7/18/14,W,"Seattle, WA",8/13/14,85,9/22/14,125,66,125
non-PP,NSC,EB1A,5/20/14,6/16/14,27,7/9/14,6/23/14,W,"Detroit, MI",9/9/14,112,10/16/14,149,115,149
"PP, nonCC",NSC,EB1B,5/20/14,6/12/14,23,7/2/14,6/27/14,W,"Santa Clara, CA",8/27/14,99,11/21/14,185,147,185
PP. nonCC,NSC,EB1B,5/16/14,6/11/14,26,6/25/14,6/17/14,W,"Casper, WY",8/27/14,103,10/8/14,145,113,145
"PP, nonCC",NSC,EB1A,5/15/14,6/11/14,25,N/A,6/17/14,W,"Portland, OR",8/25/14,101,Blessing,1090,,
"PP, nonCC",NSC,EB1B,5/15/14,6/11/14,27,7/1/14,6/18/14,W,"Seattle, WA",8/25/14,102,8/29/14,,72,106
PP nonCC,NSC,EB1A,5/13/14,6/11/14,29,7/1/14,6/19/14,W,"Chicago, IL",,,8/15/14,,57,94
"PP, nonCC",NSC,EB1A,5/6/14,6/4/14,29,6/26/14,6/9/14,W,"Chicago, IL",,,8/27/14,,79,113
PP nonCC,NSC,EB1A,5/6/14,5/29/14,23,6/19/14,6/3/14,W,"Chicago, IL",8/5/14,91,9/4/14,,93,121
"PP, CC",NSC,EB1B,5/5/14,6/23/14,49,7/15/1014,7/2/14,W,"Indianapolis, IN",8/27/14,114,9/10/14,,70,128
PP CC,NSC,EB1B,5/5/14,6/23/14,,,,,,8/27/14,114,9/10/14,,,128
PP nonCC,NSC,EB1A,5/2/14,5/30/14,28,6/19/14,6/3/14,W,"Oakland, CA",,,7/24/14,,51,82
PP nonCC,NSC,EB1A,5/1/14,5/28/14,27,6/17/14,6/2/14,W,"Oakland, CA",,,7/22/14,,50,82
"nonPP, nonCC",NSC,EB1A,4/30/14,5/21/14,21,6/11/14,6/11/14,No,"Chicago, IL",,,7/31/14,,50,92
"PP, nonCC",NSC,EB1A,4/29/14,6/2/14,34,6/17/14,6/3/14,W,"San Francisco, CA",8/7/14,100,8/27/14,,85,120
"PP, nonCC",NSC,EB1A,4/29/14,5/28/14,30,6/12/14,6/12/14,No,"Santa Clara, CA",,,7/29/14,,47,91
CC nonPP,NSC,EB1A,4/28/14,5/30/14,32,6/24/14,6/6/14,W,Santa Ana,7/3/14,66,Blessing,1107,,
"PP, nonCC",NSC,EB1B,4/25/14,5/22/14,27,6/13/14,6/13/14,No,"San Diego, CA",8/22/14,119,8/22/14,,70,119
PP nonCC,NSC,EB1A,4/22/14,5/16/14,24,6/13/14,5/27/14,W,"Des Moines, IA",8/1/14,101,1/28/15,281,246,281
nonPP,NSC,EB1A,4/17/14,5/13/14,26,6/12/14,5/19/14,W,,,,Blessing,1118,,
PP nonCC,NSC,EB1A,4/15/14,5/9/14,24,5/29/14,5/16/14,W,"Cincinnati, OH",7/7/14,83,9/18/14,,125,156
PP nonCC,NSC,EB1A,4/15/14,5/9/14,24,6/5/14,5/16/14,W,"Oakland, CA",8/13/14,120,10/18/14,,155,186
PP nonCC,NSC,EB1A,4/15/14,5/8/14,23,6/5/14,5/13/14,W,"Cleveland, OH",,,7/9/14,,57,85
PP nonCC,NSC,EB1B,4/10/14,5/7/14,27,5/28/14,5/15/14,W,santa ,5/27/14,47,5/31/14,,16,51
PP nonCC,NSC,EB1A,4/7/14,4/30/14,23,5/27/14,5/6/14,W,"East hartford, CT",,,6/24/14,,49,78
PP nonCC,NSC,EB1B,4/3/14,5/2/14,29,5/23/14,5/9/14,W,"Seattle, WA",rejected,,5/27/14,,18,54
"PP, nonCC",NSC,EB1A,3/28/14,5/1/14,34,5/28/14,5/28/14,No,,7/2/14,96,Blessing,1137,,
"PP, nonCC",NSC,EB1B,3/28/14,4/25/14,29,5/9/14,5/9/14,NO,,,,5/27/14,,18,60
PP nonCC,NSC,EB1B,3/25/14,4/21/14,27,5/5/14,5/5/14,No,"Portland,OR",6/16/14,83,6/26/14,,52,93
"PP,nonCC",NSC,EB1A,3/24/14,4/16/14,29,5/5/14,5/5/14,No,"Portland,OR",7/15/14,113,8/14/14,,101,143
CC nonPP,NSC,EB1A,3/21/14,4/17/14,27,5/8/14,5/8/14,No,Santa Ana,6/30/14,101,,1144,,
"PP, nonCC",NSC,EB1A,3/17/14,4/8/14,22,4/29/14,4/29/14,No,"Seattle, WA",,,5/23/14,,50,73
PP. nonCC,NSC,EB1A,3/14/14,4/11/14,27,4/30/14,4/30/14,No,"Indianapolis, IN",,,7/2/14,,62,108
"PP,CC",NSC,EB1B,3/14/14,3/21/14,7,4/9/14,4/9/14,No,"Santa Clara, CA",,,5/29/14,,50,76
PP nonCC,NSC,EB1B,3/12/14,4/8/14,27,4/29/14,4/16/14,W,"Santa Ana, CA",6/5/14,85,11/2/15,600,,600
PP nonCC,NSC,EB1B,3/11/14,4/8/14,28,4/29/14,4/29/14,no,"Saint Paul, MN",,,5/29/14,,30,79
PP nonCC,NSC,EB1A,3/8/14,4/3/14,28,4/21/14,4/11/14,W,"Oakland, CA",5/16/14,69,6/16/14,,66,100
PP nonCC,NSC,EB1B,3/7/14,4/11/14,35,4/29/14,4/29/14,No,"Santa Clara, CA",5/28/14,82,6/27/14,,59,112
PP nonCC,NSC,EB1B,3/7/14,4/8/14,31,4/25/14,3/26/14,No,"Riverside, CA",,,4/28/14,,33,52
PP nonCC,NSC,EB1B,3/7/14,4/11/14,35,4/29/14,4/29/14,No,"Santa Clara, CA",rejected,,5/28/14,,29,82
"PP, nonCC",NSC,EB1B,3/6/14,4/5/14,30,4/16/14,4/16/14,no,,4/30/14,55,6/20/14,,65,106
PP nonCC,NSC,EB1A,3/3/14,3/26/14,23,4/16/14,4/8/14,W,"Cincinnati, OH",5/27/14,85,5/28/14,,50,86
PP nonCC,NSC,EB1A,2/28/14,,,4/16/14,4/8/14,W,"Santa Barbara, CA",5/21/14,82,Blessing,1165,,
PP nonCC,NSC,EB1B,2/28/14,,,4/17/14,4/3/14,,,,,5/12/14,,39,73
PP nonCC,NSC,EB1A,2/27/14,3/31/14,34,4/17/14,4/3/14,W,"Oakland, CA",,,5/5/14,,32,67
"PP, nonCC",NSC,EB1A,2/27/14,3/26/14,29,4/16/14,4/9/14,W,"Alhambra, CA",,,4/30/14,,21,62
PP nonCC,NSC,EB1A,2/26/14,3/24/14,26,4/7/14,4/7/14,No,"Casper, WY",,,8/15/14,,,169
PP nonCC,NSC,EB1B,2/25/14,3/25/14,28,4/9/14,3/26/14,W,"Santa Clara, CA",,,4/23/14,,28,57
"PP, nonCC",NSC,EB1A,2/24/14,4/1/14,36,4/16/14,4/10/14,W,"Sugar Land, TX",5/2/14,67,5/29/14,,49,94
"PP, nonCC",NSC,EB1A,2/24/14,3/31/14,35,4/16/14,4/16/14,No,"San Diego, CA",5/10/14,75,5/29/14,,43,94
"nonPP,CC",NSC,EB2,2/19/14,3/19/14,28,4/9/1014,4/9/14,No,,,,Blessing,1176,,
"PP, nonCC",NSC,EB1B,2/18/14,,,4/4/14,4/4/14,No,"Santa Clara, CA",5/1/14,72,5/8/14,,34,79
"PP, nonCC",NSC,EB1A,2/14/14,3/4/14,20,3/20/14,3/13/14,W,"Seattle, WA",,,3/31/14,,18,45
"PP, non CC",NSC,EB1A,2/13/14,,,,3/11/14,W,"Columbus, OH",,,3/29/14,,18,44
PP nonCC,NSC,EB1A,2/13/14,,,3/21/14,3/21/14,No,"Santa Clara, CA",,,4/24/14,,34,70
"PP,non CC",NSC,EB1A,2/12/14,,,,3/10/14,W,"Indianapolis, IN",3/10/14,26,4/21/14,,42,68
"nonPP,nonCC",NSC,EB1A,2/12/14,,,4/2/14,4/2/14,No,"Seattle,WA",5/12/14,89,9/19/14,,170,219
"PP, nonCC",NSC,EB1B,2/12/14,3/17/14,35,4/2/14,4/2/14,No,"Oakland, CA",5/20/14,97,6/20/14,,79,128
"PP, CC",NSC,EB1B,1/30/14,2/28/14,28,3/13/14,3/13/14,No,"Oakland, CA",n/a,,4/17/14,,35,77
"PP, nonCC",NSC,EB1A,1/29/14,2/13/14,14,3/6/14,3/6/14,No,"Oakland, CA",n/a,,4/25/14,,50,86
"PP, nonCC",NSC,EB1A,1/27/14,1/31/14,20,3/13/14,3/13/14,No,"Phoenix, AZ",,,3/31/14,,18,63
PP nonCC,NSC,EB1B,1/27/14,,,3/19/14,3/26/14,Failed,"Minneapolis, MN",4/12/14,75,3/31/14,,5,63
"PP, nonCC",NSC,EB1A,1/23/14,2/12/14,19,3/5/14,3/5/14,No,"Louisville, KY",,,4/7/14,,33,74
"PP, nonCC",NSC,EB1A,1/22/14,2/12/14,20,3/5/14,3/5/14,No,"Los Angeles, CA",,,4/1/14,,27,69
"PP, nonCC",NSC,EB1A,1/17/14,2/18/14,31,3/5/14,2/19/14,W,"Indianapolis, IN",4/7/14,80,8/14/14,,176,209
"PP, nonCC",NSC,EB1A,1/15/14,2/4/14,21,2/25/14,2/25/14,No,"Naperville, IL",,,3/12/14,,15,56
"nonPP, nonCC",NSC,EB1B,1/14/14,2/4/14,20,2/24/14,2/10/14,W,"Santa Clara, CA",,,3/10/14,,28,55
"PP, CC",NSC,EB1B,1/13/14,1/30/14,17,2/19/14,2/19/14,No,"Santa Clara, CA",,,3/10/14,,19,56
"PP, CC",NSC,EB1A,1/8/14,,,,2/12/14,,"Chicago, IL",,,5/16/14,,93,128
"PP, nonCC",NSC,EB1A,1/6/14,1/27/14,21,2/12/14,1/31/14,W,"El Monte, CA",2/24/14,49,3/6/14,,34,59
"PP, nonCC",NSC,EB1B,1/3/14,1/27/14,24,2/12/14,2/4/14,W,"Santa Clara, CA",3/19/14,75,4/29/14,,84,116
"PP, nonCC",NSC,EB1A,12/27/13,1/15/14,18,2/12/14,2/12/14,No,"Santa Ana, CA",,,3/14/14,,30,77
"nonPP, nonCC",NSC,EB1B,12/26/13,1/23/14,27,2/13/14,2/13/14,No,"Detroit, MI",3/24/14,88,4/3/14,,49,98
"PP, nonCC",NSC,EB1B,12/26/13,1/15/14,19,2/4/14,1/24/14,W,"Indianapolis, IN",3/8/14,72,3/11/14,,46,75
"PP, nonCC",NSC,EB1A,12/24/13,1/21/14,28,2/12/14,1/29/14,W,"Chicago, IL",,,2/21/14,,23,59
"PP, nonCC",NSC,EB1A,12/13/13,12/31/13,18,1/21/14,1/10/14,W,"Oakland, CA",,,2/18/14,,39,67
"PP, nonCC",NSC,EB1B,12/13/13,12/31/14,18,1/21/14,1/13/14,W,"Santa Clara, CA",,,6/3/14,,141,172
"PP, nonCC",NSC,EB1A,12/5/13,12/26/13,21,1/15/14,1/13/14,W,"Des Moines, IA",,,3/8/14,,54,93
"PP, nonCC",NSC,EB1B,11/29/13,12/17/13,21,1/8/14,12/31/13,W,"Santa Clara, CA",,,Blessing,1256,,
"nonPP, nonCC",NSC,EB1B,11/28/13,12/19/13,21,1/9/14,12/30/13,W,"Santa Clara, CA",1/30/14,63,2/7/14,,39,71
"PP, CC",NSC,EB1B,11/25/13,12/2/13,23,1/2/14,12/18/13,W,"Santa Clara, CA",2/11/14,80,2/18/14,,62,85
"PP, nonCC",NSC,EB1B,11/25/13,12/19/13,24,1/9/14,12/26/13,W,,,,1/30/14,,35,66
"PP, CC",NSC,EB1B,11/25/13,12/12/13,23,1/2/14,12/18/13,W,"Salt Lake City, UT",3/28/14,123,Blessing,1260,,
"PP, nonCC",NSC,EB1A,11/21/13,12/11/13,22,1/3/14,1/3/14,No,"Cleveland,OH",1/24/14,63,3/1/14,,57,100
"nonPP, nonCC",NSC,EB1B,11/19/13,,,12/26/13,12/17/13,W,"Oakland, CA",1/18/14,60,2/5/14,,50,78
"nonPP, nonCC",NSC,EB1B,11/18/13,12/11/13,23,12/26/13,12/17/13,W,"Los Angeles, CA",1/22/14,65,1/30/14,,44,73
"PP, nonCC",NSC,EB1B,11/13/13,12/5/13,23,12/26/13,12/23/13,W,"Los Angeles, CA",,,2/6/14,,45,85
,NSC,,11/13/13,12/10/13,27,12/26/13,12/11/13,W,,1/15/14,63,1/23/14,,43,71
"nonPP, nonCC",NSC,EB1A,11/12/13,12/11/13,29,12/26/13,1/8/14,No,"Detroit, MI",1/21/14,70,2/25/14,,48,105
"nonPP, nonCC",NSC,EB1B,11/12/13,12/11/13,29,12/26/13,12/11/13,W,"Santa Clara, CA",,,1/31/14,,51,80
"PP, non CC",NSC,EB1B,11/12/13,12/5/13,23,12/26/13,12/13/13,W,"Santa Clara, CA",1/16/14,64,1/17/14,,35,66
nonPP nonCC,NSC,EB2,11/12/13,12/11/13,29,12/27/13,12/27/13,No,"Salt Lake City, UT",1/21/14,70,3/11/14,,74,119
"PP, nonCC",NSC,EB1a,11/7/13,12/16/13,39,1/2/14,1/2/14,No,"San Francisco, CA",,,2/28/14,,57,113
"PP, nonCC",NSC,EB1A,11/5/13,12/2/13,27,12/16/13,12/3/13,W,"Chicago, IL",1/8/14,64,1/21/14,,49,77
PP,NSC,EB1A,11/5/13,11/26/13,21,12/18/13,12/18/13,No,"Cleveland, OH",1/13/14,69,1/28/14,,41,84
"PP, CC",NSC,EB1A,11/1/13,11/21/13,20,12/6/13,12/4/13,W,"St. Louis, MO",12/28/13,57,1/30/14,,57,90
"no PP, no CC",NSC,EB1B,10/31/13,11/15/13,15,12/15/1023,12/7/13,W,"Cleveland, OH",1/3/14,64,Blessing,1285,,
nonPP��_��___��_��__nonCC,NSC,EB1C,10/31/13,11/21/13,21,12/10/13,12/4/13,W,"Seattle,WA",12/31/13,60,1/24/14,,51,84
"PP, nonCC",NSC,EB1A,10/29/13,11/22/13,23,12/4/13,11/26/13,W,"San Francisco, CA",1/8/14,69,1/18/14,,53,79
"nonPP, nonCC",NSC,EB1B,10/29/13,11/15/13,16,12/4/13,11/22/13,W,"Santa Clara, CA",,,12/19/13,,27,51
"PP, nonCC",NSC,EB1A,10/28/13,11/21/13,24,12/19/13,12/19/13,No,"Detroit, MI",12/20/13,53,1/31/14,,43,93
"nonPP, nonCC",NSC,EB1B,10/23/13,11/18/13,25,12/2/13,12/2/13,No,,12/16/13,54,1/17/14,,45,86
"PP, nonCC",NSC,EB1A,10/21/13,11/14/13,23,12/3/13,11/20/13,W,,12/19/13,59,2/4/14,,76,106
"nonPP, nonCC",NSC,EB1A,10/18/13,11/12/13,24,12/4/13,12/4/13,No,,12/9/13,52,2/11/14,116,67,116
"PP, nonCC",NSC,EB1A,10/18/13,11/7/13,19,11/26/13,11/26/13,No,"Los Angeles, CA",12/13/13,56,Blessing,1297,,
"PP, nonCC",NSC,EB1A,10/18/13,11/6/13,18,11/26/13,11/26/13,No,"San Diego, CA",12/16/13,59,3/14/14,147,108,147
,NSC,EB1B,10/18/13,,,11/22/13,11/6/13,W,,12/23/13,66,1/3/14,77,57,77
"PP, nonCC",NSC,EB1B,10/18/13,11/14/13,29,12/5/13,11/21/13,W,,12/22/13,65,1/10/14,84,50,84
 ,NSC,,10/18/13,11/6/13,,11/27/13,11/27/13,No,,12/19/13,62,1/17/14,91,51,91
"PP, nonCC",NSC,EB1A,10/17/13,11/6/13,19,12/4/13,11/13/13,W,,,,1/9/14,84,54,84
"nonPP, nonCC",NSC,EB1A,10/17/13,,20,11/26/13,11/26/13,No,,12/7/13,51,1/20/14,95,54,95
"PP, nonCC",NSC,EB1B,10/17/13,11/7/13,24,11/26/13,11/26/13,No,"San Diego, CA",12/11/13,55,1/24/14,99,58,99
"PP, nonCC",NSC,EB1A,10/15/13,11/6/13,21,11/25/13,11/12/13,W,"Oakland, CA",12/11/13,57,12/12/13,58,30,58
"PP, nonCC",NSC,EB1A,10/15/13,11/4/13,19,11/21/13,11/7/13,W,"Columbus, OH",,,12/5/13,51,28,51
"nonPP, CC",NSC,EB1B,10/15/13,11/1/13,16,11/22/13,11/22/13,No,"Phoenix, AZ",12/5/13,51,1/13/14,90,51,90
"PP, nonCC",NSC,EB1B,10/11/13,10/31/13,20,11/21/13,11/7/13,W,"Santa Clara, CA",Denial,,12/7/13,57,30,57
"PP, nonCC",NSC,EB1B,10/10/13,10/31/13,21,11/21/13,11/5/13,W,"Santa Clara, CA",10/28/13,18,12/2/13,53,27,53
"nonPP, nonCC",NSC,EB1A,10/7/13,11/11/13,34,11/20/13,11/20/13,No,Los Angeles CA,12/5/13,59,1/10/14,95,50,95
"PP, non CC",NSC,EB1A,10/7/13,11/5/13,28,11/18/13,11/15/13,W,"Milwaukee, WI",,,12/18/13,72,33,72
follow to join,NSC,EB1B,10/7/13,10/31/13,24,11/20/13,11/20/13,No,,11/25/13,49,2/19/14,135,89,135
"PP, nonCC",NSC,EB1A,10/5/13,10/22/13,17,11/21/13,11/21/13,No,"Chicago, IL",12/6/13,61,12/11/13,67,20,66
"PP, nonCC",NSC,EB1A,10/1/13,10/24/13,23,11/8/13,10/31/13,mycasetracker ,"Yakima, WA",11/25/13,55,12/26/13,86,56,86
